新聞社, カテゴリ, 件数, CLI_AVE, CLI_VAR, FKG_AVE, FKG_VAR, SVL_AVE_AVE, SVL_AVE_VAR, TOEIC_AVE_AVE, TOEIC_AVE_VAR, SVLの平均単語数, 平均単語数
CNN, Entertainment living, 4, 8.773534287466637, 1.1788697695118329, 7.208153699102643, 1.9551276826507853, 1.7727134440581824, 0.06566353801738636, 284.1337549871132, 635.066675753017, 168.5, 195.75
CNN, Money middleeast, 2, 11.08489997804125, 0.060242490241545266, 11.40045161290325, 0.0005657236674755544, 2.47478726233214, 0.005272698494916945, 326.671360180231, 74.16066535333584, 301.5, 355.5
CNN, Entertainment health, 2, 11.209564248137994, 3.333396295173544, 10.40680523791709, 3.11215618162261, 2.32627088830255, 0.13908241990641998, 315.06896359169104, 347.8241662963911, 339.5, 392.5
CNN, World entertainment, 6, 10.242164911529592, 0.7874701461862511, 9.62752459391456, 2.973466207438767, 2.0717792139800815, 0.06528606946940452, 305.6981732732615, 289.24922664957796, 151.83333333333334, 191.66666666666666
CNN, Money politics, 2, 11.44722770146895, 0.07907996672449986, 14.59956330888105, 0.5941953557063152, 2.095333193188985, 0.0015206228949350747, 300.919489007724, 10.708799310430537, 136.0, 157.0
CNN, Money tech, 1, 12.2798961937716, 0.0, 7.36238176085376, 0.0, 1.77777777777778, 0.0, 274.274193548387, 0.0, 126.0, 147.0
CNN, Money travel, 1, 10.6539755351682, 0.0, 11.0493172216936, 0.0, 2.23095238095238, 0.0, 309.414634146341, 0.0, 420.0, 503.0
CNN, Technology homepage2, 1, 11.9819213313162, 0.0, 9.8276628131021, 0.0, 1.8695652173913, 0.0, 292.687224669604, 0.0, 230.0, 262.0
CNN, Entertainment asia, 1, 11.9860396039604, 0.0, 8.38411650485437, 0.0, 2.02521008403361, 0.0, 294.700854700855, 0.0, 119.0, 154.0
CNN, World sport, 2, 9.892260729322306, 0.6648794966773525, 10.48810278400844, 2.553811898148575, 2.27908483896308, 0.001179784888144826, 322.304954747661, 124.69615739198808, 324.0, 385.5
CNN, World Sport motorsport, 2, 10.61751395348835, 0.10700353856677858, 11.99016154497145, 1.5552691751248817, 1.9783837835168652, 0.0013561058103549462, 302.144702842377, 1.0683118669414475, 208.5, 250.0
CNN, Money davos, 1, 12.0527692307693, 0.0, 8.53218899521531, 0.0, 2.21739130434783, 0.0, 310.796460176991, 0.0, 115.0, 156.0
CNN, World Sport horseracing, 1, 11.7677694235589, 0.0, 10.4906401975684, 0.0, 2.21714285714286, 0.0, 304.940476190476, 0.0, 175.0, 204.0
CNN, Technology africa, 1, 11.6245386766077, 0.0, 11.855330784751, 0.0, 2.23351648351648, 0.0, 317.486033519553, 0.0, 364.0, 414.0
CNN, World Sport justice, 1, 10.9408857808858, 0.0, 11.2089274924471, 0.0, 2.23952095808383, 0.0, 313.61963190184, 0.0, 167.0, 189.0
CNN, Science Space 12, 1, 12.6040270935961, 0.0, 14.0784242424243, 0.0, 2.78476821192053, 0.0, 345.510204081633, 0.0, 302.0, 342.0
BBC, World uk, 87, 11.328504507063363, 1.406880300891771, 10.885227616560824, 2.614578988296736, 2.1564318676799337, 0.05756365516554646, 308.6942256943288, 246.91391187567257, 202.73563218390805, 237.20689655172413
BBC, Sport sport, 1326, 10.626872969546364, 3.085306300178713, 9.582929081590098, 27.754359438016788, 1.9343280486533758, 0.062134183347739215, 294.6279834173154, 347.92114468372563, 147.73529411764707, 184.6711915535445
BBC, World world, 732, 11.928953121064515, 1.524589030584469, 10.766130395132375, 3.5024030332770786, 2.236618249301311, 0.06906395334802025, 313.5495615432213, 360.97931431752835, 159.19945355191257, 186.10655737704917
BBC, Entertainment entertainment, 247, 10.884765684488125, 1.9540578391087717, 10.636878687786389, 4.0194530534518975, 2.041855787353124, 0.0639879977217018, 302.96281854419215, 311.41068847719515, 135.04048582995952, 167.31578947368422
BBC, World sport, 30, 11.473038828184551, 1.8883087471507913, 8.01337491283208, 14.805656364407984, 1.9160840082570862, 0.044027760052483926, 292.00437087009465, 173.93437264130498, 163.26666666666668, 199.9
BBC, Business business, 358, 11.150857888206351, 1.5796289174496285, 10.970664871647637, 2.9970948654204337, 2.1014930969380274, 0.05158190863779576, 305.1789437245649, 275.2735786414874, 153.1927374301676, 178.0
BBC, World health, 25, 11.641580389621236, 1.2350378480627222, 10.24990938754343, 0.882493378862044, 2.1060956979232124, 0.02695948080846765, 301.1620623375338, 210.64980619410116, 170.24, 193.2
BBC, World magazine, 43, 10.703398851579559, 1.6267215784539963, 8.998876109236967, 2.4219069390453876, 2.0882990892146536, 0.08902728437864642, 304.2158243009943, 425.40077009309437, 273.16279069767444, 316.8139534883721
BBC, World blogs, 31, 11.484141743561288, 1.2894789276017353, 10.508848796920624, 7.595091389948428, 2.1862568201188677, 0.05277000431200744, 306.7787046533917, 187.13104345977342, 218.74193548387098, 257.4516129032258
BBC, World in, 17, 11.5081089583541, 0.42365025155884556, 7.361066897347172, 0.43251738684482527, 1.1795230912877939, 0.018428956969078963, 249.66494290023687, 64.77619705499285, 14.0, 16.0
BBC, Entertainment uk, 84, 10.949798317391483, 2.493262403516186, 10.499334971285663, 3.2219052986961736, 2.0647698595095534, 0.052342284702132064, 303.1963565633262, 274.0160139812856, 142.98809523809524, 170.0952380952381
BBC, Business uk, 42, 11.68406912422283, 2.349278851057691, 11.096471890333524, 3.9955475877264957, 2.165454494398166, 0.08057696529446608, 309.1877857552616, 380.61495300032266, 194.52380952380952, 223.11904761904762
BBC, Business blogs, 5, 11.150244048197179, 0.44490895232732963, 9.537552642487729, 1.5683922617508632, 2.027008883252612, 0.0092366701451905, 297.8851231838244, 59.32262551135017, 220.8, 259.6
BBC, Business sport, 13, 11.180119643143742, 1.3476172372132669, 11.7807308393338, 3.273034292417224, 2.2440977475280945, 0.05795114447468227, 314.55947552949954, 306.10980077844937, 186.92307692307693, 218.07692307692307
BBC, Technology business, 40, 11.184789289666426, 1.2433517599400061, 11.387034623773808, 3.0841869383936675, 2.1309648774974956, 0.06966430496028533, 309.5074152531869, 329.2184654210019, 170.65, 198.925
BBC, Business world, 24, 11.862623332112507, 0.8995829285119976, 11.320560126336341, 3.724351888299782, 2.264446876781886, 0.053118932179394306, 318.3214357985261, 251.37395219053647, 165.95833333333334, 197.54166666666666
BBC, Science Nature science, 105, 11.769830821950988, 1.2612124237601452, 11.363798182472967, 3.153515945255335, 2.3065873675384725, 0.03702713541363073, 313.9252736509771, 181.32637459524452, 207.3047619047619, 237.8761904761905
BBC, Science Nature health, 16, 11.563025794454923, 1.0844859189787275, 10.848752119647271, 2.1595060756641127, 2.166175337702221, 0.06454772286286349, 304.8962298495731, 269.9288319970889, 213.0, 244.125
BBC, Science Nature world, 16, 11.64596857279632, 1.398366415128227, 11.022551210260659, 2.0216109530988344, 1.990340733732642, 0.06492376431345064, 299.79289509065666, 232.8506446188649, 129.875, 153.0625
BBC, Science Nature uk, 18, 11.816431992180854, 1.5974638762353288, 10.744671624155096, 2.6062715196922883, 2.1447040329729865, 0.07066181391623702, 302.02344798075325, 395.50008819326575, 134.5, 156.33333333333334
BBC, Science Nature technology, 5, 11.57407320959306, 1.0684400819771436, 11.66959354957582, 1.8905820700109328, 2.262853603996272, 0.00858171356671222, 317.1377542034676, 58.14459676086979, 288.6, 327.6
BBC, Science Nature business, 3, 11.941329292929302, 0.6311457562615922, 11.35627284875217, 1.5598710123478974, 1.9641151876996166, 0.12055977513608594, 299.3093186948217, 302.0378120140829, 131.66666666666666, 153.33333333333334
BBC, Science Nature magazine, 6, 10.96501953012678, 0.7643750137494273, 9.511905421585793, 3.0777551410297033, 2.4233238950227567, 0.028867234950985685, 323.17760984550154, 189.88123698033004, 414.8333333333333, 471.0
BBC, Technology technology, 153, 11.583879596430872, 1.6760873351667414, 11.009184044127398, 3.6272587092862367, 2.188093506316007, 0.05205831804300496, 312.2124262265034, 267.9867995743153, 164.47058823529412, 190.26143790849673
BBC, Science Nature in, 1, 10.5325162127108, 0.0, 8.70510419078493, 0.0, 2.28421052631579, 0.0, 312.0, 0.0, 285.0, 327.0
BBC, Technology uk, 19, 11.730081131139913, 1.819101887930746, 11.942677709161138, 6.2012615742472015, 2.2493612062392234, 0.04601927369276147, 314.6420894962747, 431.2271786116498, 177.47368421052633, 206.21052631578948
BBC, Entertainment newsbeat, 30, 10.496455342608225, 1.469253293836449, 8.505222333635475, 2.1720918745443787, 1.9082138578338472, 0.05135072483790886, 293.41911977043634, 255.69401684621178, 138.26666666666668, 164.83333333333334
BBC, Technology newsbeat, 21, 11.42891161923334, 1.3692402452317778, 9.033942457437316, 2.21866310080165, 1.9990151921249162, 0.07064309995646247, 296.05460599975373, 539.7767842768415, 133.66666666666666, 151.28571428571428
BBC, Entertainment world, 26, 10.853656195644469, 2.026638274685477, 10.249499442098537, 2.9648908869340715, 2.2296788246133206, 0.1036774497054457, 316.26780291574596, 481.5521338916147, 150.23076923076923, 181.5
BBC, Entertainment magazine, 12, 10.769607485559346, 1.5961433945580226, 9.245484124512293, 0.8166697962497432, 2.1426920260730165, 0.055922291873533536, 308.3468599537902, 204.16882686343024, 251.91666666666666, 301.4166666666667
BBC, Technology world, 13, 12.183129400547081, 2.7829986599120287, 11.246807965272467, 4.855176830629546, 2.3387857671042123, 0.04907145360034897, 319.58255441154694, 388.9759751773793, 128.69230769230768, 152.53846153846155
BBC, Sport uk, 27, 10.771442418480987, 2.589950476864779, 9.665292781231846, 2.949154325485679, 2.0517946714890516, 0.03821303618877156, 302.37340853775265, 276.4424606418592, 124.74074074074075, 146.59259259259258
BBC, Technology 30743866#sa, 1, 10.4134583333333, 0.0, 9.474039408867, 0.0, 1.75423728813559, 0.0, 296.068376068376, 0.0, 118.0, 131.0
BBC, Sport world, 6, 9.946763376666704, 0.9195163002262375, 11.357561383165873, 8.695821462425537, 2.0298044526766033, 0.0205508211948263, 303.64667684375866, 83.30769153368722, 119.66666666666667, 146.0
BBC, Business technology, 3, 10.073038004995153, 0.2266841165133983, 10.153885557591783, 4.140134930633499, 2.0899694321432736, 0.021629814673323176, 306.3169271904567, 111.03348544128782, 202.66666666666666, 233.33333333333334
BBC, Business education, 1, 12.7244731610338, 0.0, 12.2579033915725, 0.0, 2.29651162790698, 0.0, 317.92899408284, 0.0, 172.0, 196.0
BBC, Business magazine, 2, 11.357926052631601, 0.3662259512577125, 11.63129728149665, 1.3333383681190258, 2.1160381225661, 0.19829780346194148, 305.02563116749945, 722.3990934555284, 338.5, 398.0
BBC, Entertainment sport, 1, 11.3243697478991, 0.0, 9.28863125638405, 0.0, 1.75961538461538, 0.0, 290.588235294118, 0.0, 104.0, 130.0
BBC, Business 30843282#sa, 1, 10.3570103092783, 0.0, 9.87226190476191, 0.0, 2.08527131782946, 0.0, 294.015748031496, 0.0, 129.0, 141.0
BBC, World science, 3, 11.175003913830523, 1.6188744283124652, 11.011298888354451, 1.7639840451285262, 2.035141283524903, 0.041375171627050275, 308.50641675109733, 167.85715283716303, 47.0, 59.333333333333336
BBC, Business 30843284#sa, 1, 10.495945945946, 0.0, 8.63538961038961, 0.0, 1.78333333333333, 0.0, 286.949152542373, 0.0, 60.0, 81.0
BBC, Entertainment blogs, 2, 11.197617542632699, 0.15545593701009602, 7.878625380977844, 1.9945517780730195, 1.9116391184573, 0.0870087473153755, 286.93720121686204, 232.32728136643527, 151.0, 186.5
BBC, Technology blogs, 6, 10.452020830567871, 1.4418285502330608, 9.714821522750682, 1.4913010916819982, 2.0716705798057684, 0.05208101665744982, 297.286686922733, 219.85898361130003, 232.66666666666666, 261.6666666666667
BBC, World education, 4, 12.645993815306825, 0.3276846995810152, 12.439883325942125, 0.42983256285525273, 2.1147027356681174, 0.007601903436124938, 304.12277355628976, 10.231030444021819, 264.0, 300.25
BBC, Technology education, 3, 13.153688265484133, 1.4373549963224879, 12.268228011092168, 0.25093366582192717, 2.1779819291555733, 0.013052234722708693, 314.77343765092235, 193.5872548335756, 223.66666666666666, 249.0
BBC, World business, 6, 12.183256902386617, 1.0656045458244117, 12.262083205794122, 2.1994079654834002, 2.2330578286279255, 0.013150561228137311, 312.8807999020655, 40.96386060425839, 113.66666666666667, 134.5
BBC, Entertainment health, 1, 11.6170205479452, 0.0, 10.3435384615385, 0.0, 2.31094527363184, 0.0, 318.329113924051, 0.0, 402.0, 447.0
BBC, Business 30876955#sa, 1, 10.82615, 0.0, 9.75152334152333, 0.0, 2.40552995391705, 0.0, 323.333333333333, 0.0, 434.0, 497.0
BBC, Entertainment 30913277#sa, 1, 11.4310700636942, 0.0, 10.4839804639805, 0.0, 2.188, 0.0, 323.877551020408, 0.0, 250.0, 319.0
BBC, Technology entertainment, 1, 12.0181858407079, 0.0, 11.6099377475948, 0.0, 2.14942528735632, 0.0, 316.140350877193, 0.0, 174.0, 200.0
BBC, Business 30925696#sa, 1, 10.8252348993288, 0.0, 12.0187787600258, 0.0, 2.3011583011583, 0.0, 319.606299212598, 0.0, 259.0, 305.0
BBC, Entertainment 30898437#sa, 1, 9.14688470066521, 0.0, 7.88335488421299, 0.0, 1.97535211267606, 0.0, 301.107142857143, 0.0, 284.0, 336.0
BBC, World newsbeat, 2, 9.340878328342814, 0.21838882859923445, 8.19117485002608, 0.001478770074356882, 1.942777777777775, 0.108533641975309, 292.23473415370347, 679.663179992897, 165.0, 188.0
BBC, Business science, 2, 10.5407949713641, 2.1139255484580324, 11.183166883327925, 4.311446002500727, 2.26133310467044, 0.07892781615508324, 303.80625618199804, 805.9687928489909, 197.0, 221.0
BBC, Technology magazine, 4, 11.09208125865271, 1.8900546761388308, 10.949008180810946, 5.469937077699534, 2.22199999072511, 0.2188459496930032, 323.25115471720625, 592.2161347786734, 218.5, 264.75
BBC, Entertainment in, 1, 12.9822598870056, 0.0, 10.193, 0.0, 2.30487804878049, 0.0, 326.962025316456, 0.0, 82.0, 100.0
